ioc,ioc_type,threat_campaign,malware_family,threat_actor,source_organization,source_article,source_url,article_published_date,ioc_first_seen,ioc_last_seen,confidence,status,notes
2b89225801591cd223e0cf0b1faa8e7b12e88d6b6bc6ec9f5e715171137553ac,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
375e49680fe4b4a62320bdcfd16b7bd75f6223a15d620c475c6988803b67d416,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
38ba6bfe0cc2b7c5ff38f1f698e2c9bfdb52dd7937111967fddf785ba001e1f2,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
394d7be5ecbe326062c1de1fb674bdcbb4dbe3ce03b4227994607047b832debd,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
3a8daf4e992ea34b71b259af85d4d12ca52d80b9e2b262bd5aa5922a5a955f9f,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
41734f8e6cc75b66f51638b76780f61a0b21ad9f77586e2665b7ab8d7e131936,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
463786717f51b710dbbb013437141e416b98d810dfaa9f4de90a4c4939bc66b9,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
6606a5f18184b224a56c9cb658fa26f7fce45099da548a30a8db2c5f2c70377c,sha256,Macfinger ClickFix campaign,Atomic macOS Stealer variant,,SANS Internet Storm Center,Macfinger ClickFix campaign,https://isc.sans.edu/diary.html?storyid=33360,2026-09-22T23:00:00Z,,,96,NEW,SANS ISC observed this indicator in the September 22 Macfinger ClickFix infection chain and post-infection traffic.
6f62a8380eb5038e253772033c0ebc1ddb951a042c4a1a90ba8755819dc74e53,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
74e306072561731adf55afd4de461ec0736ca22c0b458a78e7512b2701341f28,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
7b03111fa24ce01054332f013b3fe8189d2b61897e7306666c73b086588a64a5,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
842f0236ea2c2b7773054920e7a870e07869c4e99f84bd31ccfd215781b4f267,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
90f8e6259ce27592c460d235aff104d7507dfff4e7889c34ab714cdb19944473,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
9a03a0b65b2a2d27b348e583237d512a55f3f8287989abf7ffca0285d5f8e43d,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
9d87b41c2b29ccbeac851b98f1a7dce4ab4781fec0cbc55fa6f93a6299a3d564,sha256,Macfinger ClickFix campaign,Atomic macOS Stealer variant,,SANS Internet Storm Center,Macfinger ClickFix campaign,https://isc.sans.edu/diary.html?storyid=33360,2026-09-22T23:00:00Z,,,98,NEW,SANS ISC observed this indicator in the September 22 Macfinger ClickFix infection chain and post-infection traffic.
a450a84a60ce6646596feb2d6bea4c89a1b5b4e7d6325d5b7c2000982987411c,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
a89a31ec605c0ed9cd263cbdea6ee4a2c6502ec81e5b3e8a3c9fb3de945405f9,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
aac51e4016c50a705a26bd56435f0fd9685e53d6bc0cc6034b7370e76d7cb376,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
ae7af8159f06a059411411e5e816b415e32213371fb085ced1dc5679a0112c48,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
aefd71902453cc83104aa963d8d9051c875d93ddf40680616e8fa5e68565ea69,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
b1e55c9679f9aca94d66fdb08195cf8752f69f1d6896a5b2e60d979fca5a4036,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
b59e7cb539c0b81a58f60d5ca0ed3df62d1856b29076720efbb7dd9411d99eec,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
b68cdb1b46502fbce67ce3f8110682936d06afd2116af096e30abd4c8376b6dc,sha256,Macfinger ClickFix campaign,Atomic macOS Stealer variant,,SANS Internet Storm Center,Macfinger ClickFix campaign,https://isc.sans.edu/diary.html?storyid=33360,2026-09-22T23:00:00Z,,,98,NEW,SANS ISC observed this indicator in the September 22 Macfinger ClickFix infection chain and post-infection traffic.
c0eb04dcfa745653c466c34978a1f3b4e5041f526be8c2e46b8c722498ca746a,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
c5f7083722fc5bee4e7a7109495348d3731e6b077919a6b679b9f5af885923cd,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
d995ea6f1621c29cdd4353cfb8b36cd1336b34bc8b180b73ce52cd939060bf0f,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
e769b2b4463e7d39320b65a49183ce4ff8c20459fa183e7b03f02e1b44420eb0,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
eb9274a1fb6064e784f9c0ce95c78007efcadc279d4ffcac13998a45ebf7b49f,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
fd98c6881cadc47e7d425bbd4b992237a832e69fdfe872a90ba567ed58a148ad,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
fdd171cc26704218b0762a33650c0d1246c42cbe583a858684e1b6ac12b9bbe7,sha256,CSuite device-code phishing and remote-access campaign,,CSuite operators,Gurucul Threat Research,CSuite Targets US and EU Organizations with Device-Code Phishing and Remote Access,https://community.gurucul.com/articles/ThreatResearch/CSuite-Targets-US-and-EU-Organizations-23-9-2026,2026-09-23T12:00:00Z,,,92,NEW,Gurucul's high-severity threat research explicitly lists this SHA256 as a malicious CSuite campaign payload indicator.
